Upper Lat,Upper Lon,Lower Lat,Lower Lon,Energy stoage MWh per ha,GWh,h
-16.3558,144.8061,-16.3981,144.8167,28,2,6
-16.2961,144.7711,-16.2958,144.7133,30,2,6
-16.3406,144.7797,-16.3875,144.7344,27,2,6
-16.3114,144.7503,-16.3164,144.7125,46,2,6
-16.3747,144.7872,-16.4086,144.7789,24,2,6
-16.2261,144.5453,-16.1978,144.5831,21,2,6
-16.3131,144.7689,-16.3089,144.7169,43,2,6
-16.2667,144.7542,-16.2697,144.7269,35,2,6
-16.345,144.7675,-16.3783,144.7197,27,2,6
-16.365,144.7614,-16.3908,144.7378,32,2,6
-16.1631,144.9408,-16.1125,144.9103,57,2,6
-16.8672,144.8458,-16.835,144.8772,32,2,6
-16.7964,144.7939,-16.7728,144.7761,39,2,6
-16.2739,144.5597,-16.2767,144.5247,23,2,6
-16.2967,144.5661,-16.34,144.5869,37,2,6
-16.2219,144.5386,-16.2033,144.5572,25,2,6
-16.3511,144.8108,-16.3286,144.8372,25,2,6
-16.7814,144.7933,-16.7381,144.78,21,2,6
-16.3753,144.7858,-16.4206,144.7386,21,2,6
-16.8397,144.6933,-16.78,144.7025,24,2,6
-16.9767,144.7192,-17.0244,144.6839,29,2,6
-16.3061,144.7811,-16.2539,144.8156,40,2,6
-16.2197,144.5125,-16.1956,144.4744,24,2,6
-21.1106,148.5092,-21.1422,148.5431,42,5,6
-21.0697,148.5506,-21.1222,148.5758,65,5,6
-21.0892,148.5253,-21.1403,148.5572,43,5,6
-30.5739,152.0058,-30.6019,152.0092,49,5,6
-30.3964,152.7175,-30.4331,152.7094,49,5,6
-30.3906,152.6864,-30.43,152.6686,41,5,6
-30.7167,151.8528,-30.6953,151.9047,56,5,6
-37.1419,148.0917,-37.1831,148.1111,61,5,6
-21.0286,148.5883,-21.0911,148.6353,63,5,6
-21.0869,148.5275,-21.1367,148.5831,37,5,6
-21.045,148.5717,-21.1347,148.6025,60,5,6
-21.0933,148.5069,-21.1389,148.5811,53,5,6
-19.4303,146.5561,-19.3819,146.5875,29,5,6
-19.3219,146.4481,-19.3308,146.4819,53,5,6
-41.4,147.3897,-41.4444,147.32,48,5,6
-41.9969,147.1886,-41.9692,147.2761,15,5,6
-41.2764,147.9022,-41.2725,147.9731,44,5,6
-41.3536,147.6781,-41.2931,147.6994,38,5,6
-41.9853,147.1689,-41.9594,147.2511,62,5,6
-41.4389,147.6861,-41.4372,147.7186,39,5,6
-41.3411,147.9517,-41.2828,148.0425,10,5,6
-35.6211,149.7183,-35.6283,149.7925,29,5,6
-35.5864,149.8403,-35.6625,149.8128,25,5,6
-35.5131,149.9461,-35.5594,150.0244,58,5,6
-36.4914,148.0014,-36.4381,148.0725,57,5,6
-34.6078,150.6536,-34.5775,150.7083,34,5,6
-34.3272,150.0242,-34.3594,150.0464,65,5,6
-34.6222,150.5764,-34.6989,150.5981,28,5,6
-34.6075,150.6706,-34.5758,150.7403,34,5,6
-34.5625,150.6025,-34.5758,150.6906,51,5,6
-34.3169,150.0419,-34.2686,150.0653,54,5,6
-34.8144,150.4961,-34.8086,150.4328,33,5,6
-34.6647,150.4964,-34.6903,150.5311,47,5,6
-34.6186,150.5742,-34.6706,150.6,49,5,6
-36.6217,149.4361,-36.6172,149.5175,53,5,6
-36.6342,149.4464,-36.6119,149.5417,43,5,6
-36.5228,149.4722,-36.5822,149.5558,59,5,6
-36.8578,149.4469,-36.9117,149.4842,59,5,6
-36.5708,149.4364,-36.6106,149.5028,75,5,6
-36.5628,149.4264,-36.6039,149.4869,74,5,6
-36.5872,149.4072,-36.6039,149.5272,69,5,6
-36.6325,149.4297,-36.6425,149.5233,64,5,6
-36.7989,149.4692,-36.7897,149.6003,49,5,6
-42.6681,147.0458,-42.6328,147.1111,49,5,6
-42.6742,147.0553,-42.6564,147.135,37,5,6
-42.0008,147.1889,-41.9692,147.2761,16,5,6
-28.6614,152.1844,-28.6761,152.2261,51,5,6
-28.7067,152.1286,-28.7236,152.1867,29,5,6
-28.6642,152.1378,-28.6917,152.2053,31,5,6
-28.6439,152.1739,-28.6728,152.2478,36,5,6
-28.6406,152.2053,-28.6417,152.2714,47,5,6
-20.8692,148.5728,-20.8494,148.6136,40,5,6
-20.7192,148.4281,-20.7181,148.4872,40,5,6
-20.7528,148.4489,-20.7358,148.5022,42,5,6
-20.8622,148.585,-20.8517,148.6117,62,5,6
-20.7631,148.4528,-20.7247,148.5081,30,5,6
-20.8406,148.5481,-20.8108,148.5975,49,5,6
-20.7703,148.4522,-20.7506,148.5017,40,5,6
-20.7542,148.44,-20.7269,148.4942,45,5,6
-20.8017,148.5167,-20.7711,148.5561,32,5,6
-20.8669,148.5683,-20.8239,148.6133,45,5,6
-20.6389,148.3331,-20.6222,148.3833,43,5,6
-37.9022,145.7922,-37.9342,145.7461,80,5,6
-37.4361,145.8053,-37.5058,145.7778,108,5,6
-37.3875,145.8303,-37.3225,145.8614,119,5,6
-37.8383,145.9072,-37.8883,145.9164,57,5,6
-37.3739,145.8067,-37.3356,145.7317,70,5,6
-37.4111,145.9289,-37.4158,146.0211,104,5,6
-37.4083,145.8081,-37.4556,145.7267,62,5,6
-37.4261,145.6358,-37.3819,145.6856,74,5,6
-37.3675,145.8086,-37.3039,145.8469,87,5,6
-37.43,145.8256,-37.4981,145.8036,60,5,6
-37.375,145.8164,-37.335,145.7664,102,5,6
-37.4061,145.63,-37.365,145.69,57,5,6
-41.8469,145.4803,-41.8167,145.4617,44,5,6
-41.8406,145.5217,-41.7997,145.5139,98,5,6
-41.9917,145.5708,-42.0089,145.5183,30,5,6
-41.2789,145.9808,-41.2683,146.0561,20,5,6
-37.2319,147.2181,-37.2756,147.2689,100,5,6
-37.2775,147.1919,-37.2867,147.1431,87,5,6
-37.065,147.92,-37.0567,147.8775,116,5,6
-37.5017,147.0122,-37.5572,147.0558,119,5,6
-37.3078,147.1792,-37.3008,147.1344,121,5,6
-37.2339,147.2244,-37.2894,147.2758,111,5,6
-37.2289,147.2017,-37.2789,147.1522,98,5,6
-37.5122,147.0111,-37.5736,146.98,102,5,6
-37.2353,147.925,-37.2714,147.8608,89,5,6
-37.3844,147.1822,-37.4206,147.26,90,5,6
-37.1489,147.9283,-37.1408,147.8467,78,5,6
-37.2631,147.9464,-37.3092,147.8897,106,5,6
-37.2167,147.1958,-37.225,147.2514,116,5,6
-37.1725,147.925,-37.1714,147.8306,79,5,6
-37.1208,147.6997,-37.1286,147.7881,75,5,6
-37.2736,147.415,-37.3242,147.385,70,5,6
-37.1756,147.4844,-37.1714,147.5553,34,5,6
-37.3392,147.4856,-37.3814,147.4272,80,5,6
-21.7683,149.0253,-21.7572,148.9869,51,5,6
-24.8933,148.1897,-24.8583,148.1767,64,5,6
-31.2711,152.1414,-31.3197,152.1892,84,5,6
-31.6417,152.2614,-31.6892,152.2656,45,5,6
-31.5947,152.4119,-31.5672,152.4042,51,5,6
-31.5869,152.4978,-31.5561,152.4897,40,5,6
-32.7019,150.2569,-32.6544,150.3542,45,5,6
-23.6094,131.9656,-23.5811,132.0136,32,5,6
-30.7014,152.0119,-30.7364,152.0183,63,5,6
-30.3742,152.6742,-30.4231,152.6394,83,5,6
-30.3658,152.635,-30.4106,152.6394,111,5,6
-30.8308,152.2425,-30.7506,152.2439,44,5,6
-30.3925,152.74,-30.4197,152.7944,46,5,6
-30.6511,152.0586,-30.6808,152.0717,75,5,6
-30.7997,152.1908,-30.7522,152.1894,72,5,6
-30.8464,152.2456,-30.7856,152.3053,64,5,6
-30.3667,152.7197,-30.4328,152.7631,32,5,6
-30.3486,152.7508,-30.4183,152.8464,18,5,6
-30.56,152.3286,-30.6422,152.405,66,5,6
-30.3183,152.9028,-30.3842,152.8872,40,5,6
-30.9811,152.2669,-30.9367,152.3447,71,5,6
-30.3144,152.7864,-30.4006,152.8603,13,5,6
-30.355,152.2856,-30.3019,152.2967,72,5,6
-30.3822,152.7022,-30.4369,152.7114,65,5,6
-30.9531,151.8978,-30.9244,151.9228,80,5,6
-30.5872,151.9861,-30.6128,151.9978,53,5,6
-30.9553,151.8794,-30.9439,151.9203,80,5,6
-30.7692,151.7853,-30.7883,151.8119,78,5,6
-30.7339,151.8219,-30.7797,151.8664,64,5,6
-30.7633,151.8683,-30.7681,151.8897,64,5,6
-30.9711,151.8708,-30.9358,151.9258,73,5,6
-30.6142,151.89,-30.6336,151.9006,67,5,6
-30.8303,151.7894,-30.7856,151.8364,35,5,6
-30.7172,151.8275,-30.7556,151.9236,41,5,6
-30.5658,151.9164,-30.5997,151.9128,50,5,6
-30.9847,151.9094,-30.9167,151.9425,79,5,6
-30.9697,151.9489,-30.9272,151.9689,86,5,6
-30.5997,151.885,-30.6175,151.9075,67,5,6
-30.6969,151.9769,-30.7364,152.0183,72,5,6
-43.0047,146.7772,-42.9872,146.8083,56,5,6
-43.2222,146.8331,-43.1856,146.8842,44,5,6
-36.4922,147.8811,-36.4642,147.8314,72,5,6
-36.2594,147.4775,-36.2792,147.4228,53,5,6
-36.9956,147.9208,-37.02,147.8714,86,5,6
-16.5511,145.37,-16.4967,145.375,21,5,6
-16.5775,145.4058,-16.5614,145.4694,20,5,6
-18.895,146.0056,-18.8539,146.0158,49,5,6
-18.9036,145.9978,-18.8539,146.0158,43,5,6
-18.8194,145.8931,-18.7831,145.9475,30,5,6
-18.8578,145.9672,-18.8258,145.9978,46,5,6
-18.8031,145.8942,-18.7661,145.9478,28,5,6
-18.7992,145.8856,-18.7372,145.9158,25,5,6
-18.8733,145.9458,-18.8083,145.9903,39,5,6
-37.3369,148.8556,-37.3697,148.8964,83,5,6
-37.1672,148.0433,-37.2133,148.1242,59,5,6
-37.1267,148.07,-37.2033,148.1056,74,5,6
-37.225,148.0089,-37.2461,148.0308,87,5,6
-37.1089,148.0531,-37.1583,148.1406,84,5,6
-37.2194,148.0228,-37.2542,148.0453,72,5,6
-27.1025,152.6739,-27.1286,152.6486,37,5,6
-35.6247,148.2256,-35.6061,148.2567,78,5,6
-35.6336,148.1892,-35.5703,148.2264,90,5,6
-35.5983,148.1739,-35.5511,148.2267,60,5,6
-35.6106,148.2261,-35.5542,148.2383,72,5,6
-35.6153,148.2117,-35.5731,148.2481,84,5,6
-35.6403,148.2328,-35.6131,148.2814,80,5,6
-35.3489,148.51,-35.3683,148.4144,64,5,6
-28.6942,153.1053,-28.6836,153.1283,29,5,6
-28.0772,153.2236,-28.0475,153.205,40,5,6
-28.6267,153.0875,-28.6264,153.1233,31,5,6
-25.1122,151.7267,-25.0756,151.7367,27,5,6
-33.7322,150.0728,-33.7497,150.19,86,5,6
-31.5183,151.4331,-31.5675,151.42,70,5,6
-31.6819,151.2494,-31.7067,151.215,52,5,6
-31.3667,151.4,-31.3658,151.3425,43,5,6
-31.5406,151.6414,-31.6081,151.6581,47,5,6
-31.3942,151.2533,-31.3461,151.2731,40,5,6
-31.3203,151.3578,-31.3475,151.3053,45,5,6
-31.6981,151.2728,-31.7464,151.2628,67,5,6
-31.5767,151.4733,-31.6325,151.4906,71,5,6
-31.0778,151.9536,-31.0797,151.9861,81,5,6
-31.4686,151.1858,-31.4225,151.1336,49,5,6
-31.5989,151.7842,-31.6342,151.7386,54,5,6
-31.5547,151.7681,-31.6294,151.7406,52,5,6
-31.8736,151.7842,-31.8614,151.8442,39,5,6
-31.4644,151.2925,-31.5247,151.2925,49,5,6
-31.3981,151.4264,-31.3769,151.3553,45,5,6
-31.7131,151.9414,-31.6944,151.9711,50,5,6
-31.3375,151.3575,-31.3608,151.3267,69,5,6
-31.9206,151.3594,-31.9519,151.3106,102,5,6
-31.4978,151.42,-31.5706,151.42,73,5,6
-31.3308,151.9969,-31.4103,151.9917,66,5,6
-31.0056,151.8964,-30.9439,151.9203,64,5,6
-31.6519,151.2358,-31.6236,151.2569,70,5,6
-31.8461,151.4739,-31.81,151.4069,55,5,6
-31.5878,151.4722,-31.6364,151.4806,84,5,6
-31.7811,151.4369,-31.7797,151.3814,59,5,6
-31.5058,151.2361,-31.5408,151.2756,81,5,6
-31.4306,151.4386,-31.4022,151.3481,36,5,6
-22.0533,149.4081,-22.0358,149.4428,32,5,6
-41.3447,148.0261,-41.3678,148.0775,51,5,6
-41.3353,148.0114,-41.2828,148.0425,10,5,6
-26.7611,152.7822,-26.7258,152.7714,34,5,6
-26.8375,152.73,-26.8481,152.7672,43,5,6
-33.0103,149.5189,-33.0497,149.5242,40,5,6
-33.0139,149.9278,-33.0011,149.9658,43,5,6
-37.8044,146.2264,-37.8447,146.1897,84,5,6
-37.54,146.4769,-37.5097,146.5053,100,5,6
-37.8175,146.2292,-37.86,146.2039,128,5,6
-37.6606,146.5308,-37.6575,146.5658,121,5,6
-37.56,146.4931,-37.5236,146.5089,100,5,6
-37.7975,146.3164,-37.8103,146.4125,80,5,6
-37.5658,146.5072,-37.5419,146.5275,108,5,6
-37.6494,146.5083,-37.6433,146.5669,135,5,6
-37.8047,146.1203,-37.8808,146.1428,62,5,6
-37.8744,146.2906,-37.8989,146.2586,116,5,6
-37.0861,146.4208,-37.1089,146.3886,128,5,6
-37.5061,146.4442,-37.4906,146.4819,76,5,6
-37.7697,146.1692,-37.8133,146.1692,33,5,6
-37.8164,146.0986,-37.8878,146.0311,79,5,6
-37.6369,146.1322,-37.6722,146.1631,96,5,6
-37.7706,146.1944,-37.8408,146.1656,87,5,6
-37.7644,146.25,-37.7153,146.2808,72,5,6
-37.8097,146.3347,-37.7919,146.3953,74,5,6
-37.8025,146.3422,-37.8294,146.4372,72,5,6
-41.6331,146.2106,-41.6069,146.2161,62,5,6
-41.3864,146.0706,-41.3625,146.1417,29,5,6
-41.6422,146.8,-41.6111,146.855,22,5,6
-41.5328,146.1683,-41.4806,146.1331,15,5,6
-36.2558,146.8408,-36.25,146.9294,23,5,6
-27.9758,153.1944,-27.9928,153.2236,36,5,6
-27.9514,153.1919,-27.9731,153.1547,24,5,6
-29.1256,152.2719,-29.1489,152.2419,34,5,6
-29.0833,152.2661,-29.1039,152.2339,49,5,6
-29.1128,152.2925,-29.0875,152.355,38,5,6
-29.1339,152.2831,-29.1628,152.3483,58,5,6
-29.6756,152.1925,-29.7394,152.1875,59,5,6
-29.1231,152.2844,-29.1289,152.3592,51,5,6
-29.0636,152.2736,-29.0733,152.2342,45,5,6
-29.9678,152.0664,-29.9844,152.1344,53,5,6
-29.1367,152.2703,-29.1817,152.2444,52,5,6
-29.8039,152.1544,-29.8003,152.1906,53,5,6
-29.7967,152.2972,-29.8403,152.3172,32,5,6
-29.1617,152.2814,-29.1783,152.3375,46,5,6
-29.0775,152.2689,-29.0561,152.3856,54,5,6
-42.9192,146.9208,-42.9769,146.9467,72,5,6
-42.3436,146.8647,-42.3864,146.8153,57,5,6
-42.8136,146.9036,-42.78,146.9547,59,5,6
-42.5192,146.5056,-42.4967,146.4494,9,5,6
-42.5272,146.5608,-42.5064,146.6467,26,5,6
-16.1422,144.9817,-16.1056,144.9442,68,5,6
-16.1392,144.9636,-16.0872,144.9383,57,5,6
-16.3289,144.9992,-16.3647,144.9897,81,5,6
-16.145,144.9869,-16.1131,144.9703,70,5,6
-16.2767,144.7508,-16.2783,144.7142,42,5,6
-16.3172,144.7667,-16.3364,144.7197,33,5,6
-16.2969,144.7506,-16.3067,144.7053,31,5,6
-16.1628,144.9622,-16.1153,144.915,66,5,6
-21.0803,148.4686,-21.0289,148.4328,57,5,6
-21.0558,148.5653,-21.085,148.6419,108,5,6
-21.3531,148.6958,-21.2822,148.7128,55,5,6
-21.1783,148.5617,-21.1408,148.5997,49,5,6
-21.3753,148.7236,-21.3278,148.7844,27,5,6
-21.0433,148.5753,-21.1275,148.5756,100,5,6
-21.3614,148.7158,-21.3092,148.7594,26,5,6
-21.0303,148.5814,-21.1242,148.6381,59,5,6
-21.0675,148.5606,-21.1294,148.5722,100,5,6
-21.04,148.5817,-21.1044,148.6553,100,5,6
-21.2039,148.5239,-21.1417,148.6272,29,5,6
-21.4778,148.6972,-21.4883,148.6731,37,5,6
-21.0567,148.5689,-21.1211,148.5814,128,5,6
-21.0019,148.4214,-21.0131,148.3828,37,5,6
-21.3608,148.6953,-21.3064,148.6736,43,5,6
-21.2203,148.5483,-21.2575,148.5986,60,5,6
-21.0986,148.3728,-21.0689,148.3564,50,5,6
-21.2789,148.5561,-21.2536,148.6125,47,5,6
-21.1103,148.4992,-21.1353,148.5864,75,5,6
-21.2278,148.55,-21.2344,148.6575,38,5,6
-21.3717,148.625,-21.3311,148.6447,44,5,6
-21.0975,148.5122,-21.1356,148.6117,74,5,6
-21.1958,148.5253,-21.1436,148.6019,64,5,6
-22.8783,117.6794,-22.9,117.6936,34,5,6
-19.5456,146.6086,-19.4889,146.6481,30,5,6
-19.48,146.5672,-19.4856,146.6478,25,5,6
-19.3972,146.4914,-19.3331,146.5064,25,5,6
-19.3231,146.4397,-19.3403,146.4869,49,5,6
-19.4156,146.4997,-19.3756,146.5233,28,5,6
-19.4211,146.6306,-19.3872,146.6719,78,5,6
-19.5175,146.5858,-19.4761,146.6297,27,5,6
-19.4103,146.5206,-19.3611,146.5372,26,5,6
-19.3781,146.4856,-19.3414,146.5292,26,5,6
-19.4017,146.6175,-19.3592,146.6086,31,5,6
-19.5594,146.6133,-19.5283,146.6486,39,5,6
-19.4383,146.5336,-19.4372,146.5869,22,5,6
-19.4006,146.5292,-19.3547,146.565,27,5,6
-19.3836,146.5006,-19.3433,146.5142,37,5,6
-19.6628,146.6536,-19.6814,146.6231,41,5,6
-19.6767,146.6561,-19.7103,146.6503,38,5,6
-19.3147,146.4214,-19.2392,146.4906,25,5,6
-19.4631,146.5733,-19.4494,146.5986,53,5,6
-19.3756,146.3842,-19.3931,146.3639,23,5,6
-19.6611,146.7247,-19.6381,146.7783,26,5,6
-19.4342,146.5347,-19.4017,146.5883,23,5,6
-19.4394,146.4914,-19.3456,146.4892,22,5,6
-19.7019,146.7736,-19.7536,146.7914,27,5,6
-41.4411,147.6622,-41.4664,147.6017,27,5,6
-41.3964,147.3833,-41.3639,147.3142,36,5,6
-41.2353,147.4081,-41.2178,147.3728,41,5,6
-41.4331,147.4089,-41.4967,147.3361,70,5,6
-41.3389,147.6886,-41.2747,147.7047,57,5,6
-41.7472,147.9342,-41.7981,147.9639,34,5,6
-41.325,147.7661,-41.27,147.7778,38,5,6
-41.3631,147.7817,-41.4003,147.8469,33,5,6
-41.3456,147.6131,-41.2831,147.6764,69,5,6
-41.3939,147.395,-41.4258,147.3111,69,5,6
-41.3025,147.2447,-41.2889,147.1969,32,5,6
-41.4428,147.6128,-41.4703,147.5758,38,5,6
-41.2961,147.4811,-41.2667,147.4986,39,5,6
-41.3592,147.6353,-41.3136,147.67,71,5,6
-41.375,147.9903,-41.3969,148.0581,50,5,6
-41.2364,147.8458,-41.2386,147.7633,40,5,6
-41.8664,147.9019,-41.8256,147.9272,42,5,6
-41.38,147.8881,-41.4269,147.8633,35,5,6
-41.6864,147.6769,-41.7233,147.6469,23,5,6
-41.4111,147.4114,-41.4922,147.4278,16,5,6
-41.2906,147.4625,-41.2453,147.4597,49,5,6
-41.3167,147.5775,-41.2178,147.5203,20,5,6
-41.8864,147.8656,-41.8158,147.8033,22,5,6
-41.165,147.925,-41.1147,147.9581,41,5,6
-41.3314,147.7786,-41.2847,147.7847,51,5,6
-41.2769,147.3486,-41.2447,147.3672,39,5,6
-41.8919,147.8742,-41.8569,147.8483,64,5,6
-41.3925,147.6431,-41.4072,147.5331,21,5,6
-41.8631,147.6719,-41.8039,147.6794,28,5,6
-35.77,149.675,-35.8228,149.7761,34,5,6
-35.9533,149.0486,-35.9642,149.1283,7,5,6
-35.6139,149.8431,-35.6894,149.8411,49,5,6
-35.7486,149.5267,-35.7517,149.5625,42,5,6
-35.9725,149.0411,-35.9981,149.0939,67,5,6
-35.7622,149.6814,-35.7642,149.7661,69,5,6
-35.6103,149.7261,-35.6464,149.8014,44,5,6
-35.9897,149.0486,-35.985,149.1172,70,5,6
-35.7647,149.6606,-35.7675,149.7892,56,5,6
-35.7397,149.6919,-35.7342,149.8011,51,5,6
-35.5931,149.7142,-35.6033,149.7681,46,5,6
-35.5283,149.9508,-35.5778,150.0669,63,5,6
-35.605,149.8411,-35.6969,149.8547,45,5,6
-35.8261,149.5139,-35.7908,149.5606,41,5,6
-35.6344,149.7353,-35.6889,149.7728,62,5,6
-35.0653,149.9708,-35.0653,150.0125,32,5,6
-35.5756,149.6967,-35.6122,149.7731,32,5,6
-36.5758,148.495,-36.6269,148.5556,30,5,6
-36.5583,148.0011,-36.5525,148.0567,90,5,6
-36.4122,148.7214,-36.4797,148.7406,25,5,6
-36.6139,148.0286,-36.6231,148.075,81,5,6
-36.5072,148.0006,-36.4442,148.0489,111,5,6
-36.4411,148.0153,-36.3906,148.0364,74,5,6
-36.9894,148.27,-36.97,148.3317,64,5,6
-36.1319,148.9281,-36.1703,149.0297,31,5,6
-36.4053,148.6875,-36.4614,148.6925,24,5,6
-34.3164,150.0014,-34.2967,150.0331,72,5,6
-34.3994,150.0953,-34.4014,150.1094,32,5,6
-34.2333,150.0264,-34.2578,150.06,81,5,6
-34.6175,150.5444,-34.6708,150.5558,67,5,6
-34.3175,150.0272,-34.3044,150.0558,108,5,6
-34.4439,150.0619,-34.4311,150.0911,41,5,6
-34.3156,150.0156,-34.2661,150.095,61,5,6
-34.3325,150.0322,-34.3564,150.0675,74,5,6
-34.63,150.5181,-34.6839,150.5483,81,5,6
-34.5714,150.6206,-34.5522,150.7406,44,5,6
-34.5831,150.5861,-34.6475,150.6094,56,5,6
-34.6339,150.4833,-34.6942,150.5439,36,5,6
-34.5228,150.6403,-34.5392,150.7425,43,5,6
-34.6017,150.6664,-34.595,150.7361,60,5,6
-34.5075,150.6631,-34.5125,150.7622,31,5,6
-34.6172,150.6825,-34.6389,150.7642,55,5,6
-34.5267,150.6253,-34.5472,150.7208,34,5,6
-36.6058,149.4431,-36.615,149.4892,100,5,6
-36.5508,149.4472,-36.6111,149.5178,86,5,6
-36.6314,149.4589,-36.6442,149.5389,75,5,6
-36.8139,149.4961,-36.7928,149.5831,94,5,6
-36.8619,149.4167,-36.9228,149.5064,15,5,6
-36.6197,149.4075,-36.6375,149.5086,86,5,6
-36.8367,149.4806,-36.9344,149.5225,40,5,6
-36.5328,149.4669,-36.6044,149.5206,104,5,6
-36.8022,149.4722,-36.7675,149.6222,53,5,6
-36.6242,149.4428,-36.6142,149.4994,90,5,6
-36.8411,149.5103,-36.9172,149.5217,78,5,6
-36.6889,149.4419,-36.6506,149.5375,73,5,6
-36.6219,149.4083,-36.6506,149.5111,90,5,6
-36.5128,149.4522,-36.5769,149.5478,69,5,6
-36.6194,149.4261,-36.6175,149.5314,80,5,6
-36.6392,149.4264,-36.6333,149.5678,65,5,6
-36.1331,149.5444,-36.1336,149.6922,68,5,6
-36.0925,149.5753,-36.1097,149.6761,111,5,6
-36.63,149.4139,-36.6172,149.5044,106,5,6
-36.6253,149.3775,-36.6572,149.5072,64,5,6
-36.7247,149.4164,-36.7031,149.5744,63,5,6
-36.0953,149.5167,-36.125,149.6908,33,5,6
-36.1775,149.5572,-36.1436,149.7192,60,5,6
-29.8308,150.2928,-29.8297,150.3586,16,5,6
-42.1667,147.2503,-42.1189,147.3158,26,5,6
-42.8342,147.1358,-42.7953,147.1283,60,5,6
-42.7019,147.0961,-42.6736,147.1622,57,5,6
-42.1164,147.2317,-42.0842,147.3386,47,5,6
-42.2008,147.2606,-42.1681,147.3458,25,5,6
-42.1172,147.2581,-42.1253,147.3469,41,5,6
-42.0064,147.1586,-41.9594,147.2511,65,5,6
-42.2436,147.8575,-42.2814,147.9475,58,5,6
-42.4978,147.0242,-42.5342,147.0936,35,5,6
-42.4917,147.3742,-42.535,147.4147,31,5,6
-42.6853,147.5925,-42.7192,147.5928,37,5,6
-42.135,147.2303,-42.1367,147.3311,43,5,6
-42.6992,147.0281,-42.7483,147.0025,75,5,6
-42.1575,147.1983,-42.1356,147.3558,25,5,6
-42.0169,147.1417,-42.0028,147.2756,32,5,6
-42.3717,147.1014,-42.4306,147.1433,11,5,6
-28.7861,152.1194,-28.7603,152.1686,33,5,6
-28.6558,152.2064,-28.6575,152.2597,50,5,6
-28.6461,152.1539,-28.7086,152.205,46,5,6
-28.3831,152.3814,-28.4325,152.3922,37,5,6
-28.6081,152.1825,-28.6175,152.2264,51,5,6
-28.2406,152.3758,-28.2022,152.3517,43,5,6
-28.7361,152.0997,-28.7414,152.1764,25,5,6
-28.3339,152.4042,-28.3669,152.4367,53,5,6
-28.3753,152.3958,-28.4019,152.4175,38,5,6
-28.9889,152.2558,-29.0094,152.3433,56,5,6
-28.2433,152.4728,-28.2136,152.5364,52,5,6
-28.6133,152.1381,-28.625,152.2369,48,5,6
-28.5783,152.185,-28.5569,152.2311,33,5,6
-28.6833,152.3158,-28.6542,152.3392,30,5,6
-28.5481,152.1542,-28.5464,152.2261,22,5,6
-28.7594,152.4192,-28.7342,152.4606,27,5,6
-28.7408,152.1144,-28.7386,152.1611,55,5,6
-28.9717,152.4178,-28.9203,152.4958,34,5,6
-28.6778,152.1858,-28.6983,152.2278,63,5,6
-28.6131,152.3756,-28.6461,152.3989,35,5,6
-28.6053,152.1678,-28.6169,152.2592,51,5,6
-28.7208,152.0992,-28.7161,152.1706,52,5,6
-28.7375,152.0861,-28.7119,152.1644,33,5,6
-28.2542,152.3806,-28.2933,152.3606,40,5,6
-28.3919,152.3306,-28.4589,152.3519,28,5,6
-28.3289,152.3881,-28.3194,152.3444,37,5,6
-32.0339,151.1969,-31.9894,151.1914,84,5,6
-32.5492,151.4439,-32.6039,151.4414,25,5,6
-38.4183,146.5961,-38.485,146.6397,44,5,6
-38.4181,146.6028,-38.4786,146.6239,47,5,6
-38.2661,146.0622,-38.1975,146.0403,16,5,6
-38.4694,146.3442,-38.4233,146.3069,37,5,6
-30.6425,150.9556,-30.6417,150.8942,30,5,6
-30.2442,150.2614,-30.2022,150.2653,29,5,6
-30.9031,150.9858,-30.9647,150.9833,44,5,6
-30.6947,150.9836,-30.7436,150.9239,58,5,6
-30.2167,150.4586,-30.2028,150.4342,22,5,6
-30.375,150.8569,-30.3672,150.8092,45,5,6
-20.7858,148.46,-20.7669,148.5006,58,5,6
-20.6136,148.3219,-20.5717,148.3381,34,5,6
-20.7525,148.4408,-20.7089,148.5197,29,5,6
-20.87,148.5939,-20.88,148.6197,65,5,6
-20.6442,148.3294,-20.6347,148.3956,28,5,6
-20.7967,148.4533,-20.7608,148.4931,64,5,6
-20.8158,148.5147,-20.7906,148.5519,41,5,6
-20.8383,148.5431,-20.7944,148.5672,53,5,6
-20.6169,148.3025,-20.5764,148.3189,30,5,6
-20.9817,148.3158,-20.9578,148.3375,23,5,6
-20.8492,148.5706,-20.8067,148.6158,46,5,6
-20.8322,148.5469,-20.7858,148.5561,63,5,6
-20.715,148.44,-20.6628,148.4789,46,5,6
-20.8625,148.5583,-20.7911,148.6053,41,5,6
-20.8122,148.4792,-20.7403,148.5336,52,5,6
-20.7072,148.4036,-20.6358,148.4536,38,5,6
-20.9903,148.4403,-21.0131,148.3828,46,5,6
-20.6439,148.3436,-20.635,148.3958,38,5,6
-20.7428,148.4436,-20.7367,148.4956,64,5,6
-20.7953,148.4694,-20.7519,148.4986,80,5,6
-20.5061,148.2778,-20.5247,148.3422,54,5,6
-31.7072,149.9658,-31.67,149.9308,39,5,6
-31.6775,149.8567,-31.6369,149.9008,43,5,6
-31.7047,149.9422,-31.6642,149.9122,60,5,6
-31.6778,149.8606,-31.6542,149.9036,49,5,6
-16.6111,128.2636,-16.6247,128.2361,33,5,6
-32.1808,137.9661,-32.165,137.8811,46,5,6
-32.1797,137.9569,-32.1719,137.8783,34,5,6
