146.89781468313635,-43.613076861615816,50
146.8969809576406,-43.61303017151295,50
146.89630740230044,-43.61299109956721,50
146.8949607017111,-43.61291027839396,50
146.89428757714626,-43.61286853276378,50
146.8889038126987,-43.61252374977728,50
146.88823093544738,-43.612479296288406,50
146.88688561351876,-43.61238771562621,50
146.88621318053256,-43.61234059115085,50
146.88352396569795,-43.61214670990768,50
146.88285192751408,-43.612096903653985,50
146.8815080822723,-43.61199460577097,50
146.88083627341555,-43.61194211234299,50
146.87546432156302,-43.6115114494971,50
146.8747928922202,-43.61145625720369,50
146.87345060100682,-43.611343211522886,50
146.87277979039757,-43.61128536353146,50
146.87009708935258,-43.61104858462671,50
146.86942659440538,-43.61098804586373,50
146.86808619356685,-43.610864315337714,50
146.8674162687899,-43.61080111997744,50
146.86205874026425,-43.61028478411618,50
146.86138916352488,-43.61021888539379,50
146.86005066655113,-43.610084435848314,50
146.85938177329652,-43.61001589042117,50
146.85670693232612,-43.6097363307667,50
146.8560384428671,-43.60966510266189,50
146.85470209077647,-43.60951999255289,50
146.8540342119571,-43.609446110548724,50
146.8486937210876,-43.60884435618027,50
146.8483638011978,-43.60880684096106,50
146.8477043562205,-43.60873119178905,50
146.84737488149517,-43.60869306413153,50
146.84605648976512,-43.60853916225021,50
146.8457268702489,-43.60850035200726,50
146.8450679270933,-43.60842209659997,50
146.84473856118592,-43.608382649637,50
146.84210407819162,-43.60806444251698,50
146.84178266768706,-43.608025299524854,50
146.8411400121531,-43.607946400203005,50
146.84081880219725,-43.60790664836985,50
146.83953399834698,-43.60774637119458,50
146.83922852472836,-43.60770797553908,50
146.8384808211849,-43.607613175304124,50
146.8379525567172,-43.60754503277326,50
146.83723289853168,-43.60745095109661,50
146.83687309866693,-43.607403511858614,50
146.83549722586895,-43.607220573566416,50
146.83515335569558,-43.607174484210795,50
146.83446578622005,-43.60708159683385,50
146.83412210040765,-43.60703479971181,50
146.8314357319272,-43.606666127135156,50
146.83110019397262,-43.606619725714815,50
146.83042897956773,-43.60652620341648,50
146.83009324196357,-43.6064790744446,50
146.82875151282644,-43.60628931569399,50
146.82841622218538,-43.60624154640484,50
146.82774569306395,-43.606145310851886,50
146.8274105580056,-43.60609686167523,50
146.82211191349006,-43.6053251849029,50
146.8214498757674,-43.60522738452956,50
146.82012665557724,-43.605029166755834,50
146.81946546951255,-43.604928744858775,50
146.81682198520383,-43.60452174767317,50
146.8161614808252,-43.60441867727269,50
146.8148412526795,-43.604209905055406,50
146.81418153340903,-43.60410420323862,50
146.80890765442393,-43.6032481053072,50
146.80824877422097,-43.60313975948362,50
146.80693183399666,-43.60292044631261,50
146.8062737676801,-43.60280947626728,50
146.80364336580917,-43.602360373722824,50
146.8034908965481,-43.60233402088889,50
